NIM,Program Studi,Sebutkan kategori jenis pekerjaan yang Anda lakukan di tempat bekerja!,Jelaskan tugas-tugas utama dalam pekerjaan Anda saat ini?,Apakah pekerjaan yang Anda lakukan di tempat bekerja sesuai dengan bidang keilmuan?,Seberapa erat hubungan bidang studi dengan pekerjaan Anda?,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [pembelajaran yang berkelanjutan dalam pekerjaan],Bidang usaha bekerja,Organisasi apa yang paling aktif Anda ikuti selama menjalani perkuliahan? (nama organisasi),IP,Sebutkan jenis kegiatan di organisasi yang aktif diikuti yang membantu mengasah kemampuan/skill Anda!,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [memulai pekerjaan]
15416087,Perencanaan Wilayah dan Kota,Pemberdayaan Masyarakat,"1) Melakukan pendampingan kepada masyarakat dan kelompok masyarakat terkait dengan Penataan Kelembagaan Penanganan Akses Reforma Agraria;
2) Membantu petugas Kantor Pertanahan dalam penyusunan perencanaan kegiatan pemberdayaan tanah masyarakat;
3) Membantu petugas Kantor Pertanahan dalam setiap kegiatan yang berkaitan dengan kegiatan Penanganan Akses Reforma Agraria;
4) Melakukan input data terkait seluruh rangkaian kegiatan Penanganan Akses Reforma Agraria ke dalam Aplikasi dan/atau instrumen lain;
5) Memotivasi masyarakat untuk berpartisipasi dalam seluruh kegiatan yang berkaitan dengan program pemberdayaan tanah masyarakat;
6) Menyusun laporan bulanan kepada Kepala Seksi Penataan dan Pemberdayaan di Kantor Pertanahan;
7) Menyusun dan menyampaikan laporan akhir pelaksanaan kegiatan Penataan Kelembagaan Penanganan Akses Reforma Agraria yang diketahui oleh minimal Koordinator Substansi pada seksi Penataan dan Pemberdayaan kepada Pejabat Pembuat Komitmen.",ya,item1,5,O,HMP PL ITN dan UKA ITB,3.27,Planocosmo,5
15416089,Perencanaan Wilayah dan Kota,Perencana ,"Membuat Masterplan, Melakukan Analisis Spasial, Membuat Konsep Pengembangan Wilayah",ya,,4,M,"Radio Kampus ITB, Kokesma ITB, Gebrak Indonesia, Gamais ITB, HMP PL ITB,",3.24,Pengembangan Masyarakat,2
15416091,Perencanaan Wilayah dan Kota,Software Development,,tidak,item5,4,J,HMP Pangripta Loka,3.49,Menjadi Kepala Bidang Komunikasi dan Informasi Periode 2019/2020,2
15416095,Perencanaan Wilayah dan Kota,,"Merencanakan dan menetapkan kebijakan teknis dan Standar Operasional Prosedur (SOP) di bidang perencanaan pembangunan daerah; 
Menyelenggarakan urusan pemerintahan dan pelayanan umum di bidang perencanaan pembangunan daerah;
Menyelenggarakan pengadaan prasarana dan sarana penunjang terkait bidang tugas Badan;
Menyelenggarakan, mengkoordinasikan dan mengevaluasi kinerja program/kegiatan pengelolaan kesekretariatan Badan;
Menyelenggarakan, mengkoordinasikan dan mengevaluasi kinerja di bidang perencanaan, pengendalian dan evaluasi pembangunan;
Menyelenggarakan, mengkoordinasikan dan mengevaluasi kinerja di bidang perencanaan sosial budaya dan pemerintahan; 
Menyelenggarakan, mengkoordinasikan dan mengevaluasi kinerja di bidang perencanaan infrastruktur dan ekonomi;
Menyelenggarakan, mengkoordinasikan dan mengevaluasi kinerja di bidang penelitian, pengembangan dan data;
Menyelenggarakan koordinasi dengan Sekretariat Daerah terkait pelayanan di bidang perencanaan pembangunan daerah;
Menyelenggarakan koordinasi dengan Pemerintah, Pemerintah Provinsi, DPRD dan Instansi terkait dan mitra kerja lainnya dalam pelaksanaan kebijakan bidang tugas;
Menyelenggarakan pengendalian internal, akuntabilitas kinerja dan laporan kinerja serta laporan penyelenggaraan pemerintah daerah lingkup Badan; dan
Menyelenggarakan tugas kedinasan lain sesuai dengan bidang tugas dan fungsinya.",,,2,,Himpunan Mahasiswa Planologi,3.26,Mengasah dalam kemampuan mengkaji,2
15416098,Perencanaan Wilayah dan Kota,Perencanaan,"supervisi, diskusi, membuat laporan, menyiapkan paparan, koordinasi, mengelola data, menyiapkan rapat.",ya,,5,O,HMP PL ITB,3.42,"Kajian, koordinasi, dan merencanakan kegiatan.",5
15416099,Perencanaan Wilayah dan Kota,-,Pengendalian pemanfaatan tanah dan ruang,ya,item1,4,O,UKM-ITB,3.24,Pagelaran Seni Budaya Minangkabau dan Kaderisasi,4
15416100,Perencanaan Wilayah dan Kota,"Data analis, riset, market intelligence, data forecast",,tidak,item4,4,J,"UT, HMP PL ITB, StudentXCEOs Bandung",3.6,"Workshop, Memegang event besar",2
15416101,Perencanaan Wilayah dan Kota,Dara analisis,Analisa data,tidak,item5,4,J,HMP PL ITB,3.45,Ketua divisi himpunan badan pengurus,2
15416102,Perencanaan Wilayah dan Kota,konsultan individu,,ya,item2,4,S,HMP PL ITB,3.42,membuat acara,4
15416203,Perencanaan Wilayah dan Kota,"perencanaan, pemrograman",Pengembangan infrastruktur wilayah skala nasional,ya,item1,1,O,HMP PL ITB,3.58,"Kaderisasi, kajian",1
15416204,Perencanaan Wilayah dan Kota,Konsultan IT (secara spesifik terkait Data) dan Data Analytics,"Certified Data Analyst Professional
Data Architect and Governance Junior Consultant
",tidak,item4,4,M,HMP PL ITB Komisariat,3.73,"Kajian dan Riset, Eksplorasi Tools Analitik Emerging, Kegiatan Pengabdian Masyarakat",4
15416205,Perencanaan Wilayah dan Kota,Konsultasi,Melakukan analisa dan support teknis terkait problem apps production ,tidak,item5,4,J,HMP PL ITB Komisariat,3.32,"Public Hearing, Diskusi/Kajian Ilmiah membahas Isu ke-PWK-an, Masa Orientasi Mahasiswa",2
15416206,Perencanaan Wilayah dan Kota,-,Monitoring dan evaluasi rencana kerja pemerintah,ya,item1,5,O,HMP & Kabinet KM,3.45,Kajian,5
15416208,Perencanaan Wilayah dan Kota,-,,ya,item3,2,O,hmp,3.21,diskusi,2
15416211,Perencanaan Wilayah dan Kota,pendidikan,"Membantu Penelitian, Promosi, dan Mata Kuliah",ya,item1,2,P,HMP PL ITB Komisariat,3.46,Skhole-ITB Mengajar,4
15416212,Perencanaan Wilayah dan Kota,Perencanaan Wilayah,,ya,,2,O,-,3.24,-,2
15416213,Perencanaan Wilayah dan Kota,Melakukan analisa terhadap kebijakan pembangunan,Analis evaluasi dan pelaporan,ya,item3,2,O,Hinpunan program studi,2.88,"Mengawasi badan pengurus serta anggota himpunan, dan memberikan wadah untuk saling berdiskusi",4
15416215,Perencanaan Wilayah dan Kota,Survei/Research,"- Melaksanakan survei mingguan (minimal 1 kali/minggu) 
- Membuat pertanyaan survei
- memeprsiapkan hal-hal sebelum survei 
- pengumpulan data dan eliminasi data survei 
- Analisis data survei 
- Pelaporan hasil analisis dan data berdasarkan hasil survei yang dilakukan 
- Desk study penelitian/project yang dilakukan",ya,,5,S,HMP PL ITB Komisariat,3.37,Pelatihan software dan minat bakat sesuai keinginan anggota himpunan ,4
15416216,Perencanaan Wilayah dan Kota,,,,,4,,HMP PL ITB Komisariat,3.06,"Problem solving, memanage keuangan, Ms. Excel",2
15416218,Perencanaan Wilayah dan Kota,Perencanaan tata ruang,"Sebagai asisten tenaga ahli bidang perencanaan wilayah dan kota pada perusahaan konsultan yang bergerak pada bidang pemetaan, geospasial, manajemen lingkungan, perencanaan tata ruang, dan sebagainya. Saya bekerja di bawah tenaga ahli senior dalam membuat proposal, laporan penelitian, rencana tata ruang, dan sebagainya.",ya,item1,5,S,Himpunan Mahasiswa Perencanaan Wilayah dan Kota (HMP) Pangripta Loka ITB Komisariat,3.48,MPAM-MPAK (Masa Kaderisasi),5
15416219,Perencanaan Wilayah dan Kota,Manager,Mengembangkan modrl bisnis agrikultur dan rural area,ya,,4,A,KMPA Ganesha ITB,3.11,Pengembangan Masyarakat dan Survival,4
15416220,Perencanaan Wilayah dan Kota,Pemberdayaan Masyarakat (Comdev),"Pemberdayaan Masyarakat desa untuk meningkatkan status desa melaui peniingkatan nilai di komponen Indeks Desa Membangun sehingga dapat memajukan desa dari tertinggal menjadi maju/mandiri. Tugas utamanya harus membuat perubahan di bidang sosial, ekonomi dan lingkungan untuk menyelesaikan persoalan yang ada di desa.",ya,item3,4,A,"KM ITB, Himpunan Program Studi, Keagamaan",3.36,Pemberdayaan masyarakat,4
15416221,Perencanaan Wilayah dan Kota,Digital Agency,,tidak,item5,4,S,himpunan HMP PL,3.11,-,4
15416222,Perencanaan Wilayah dan Kota,Credit Analyst,Mengelola kredit ,tidak,item5,4,K,Himpunan ,3.13,Memimpin,4
15416223,Perencanaan Wilayah dan Kota,Kontrak / Tenaga Ahli,"Melakukan koordinasi dan mengerjekan tugas melingkupi pembuatan bahan-bahan paparan, pengolahan data-data, dan analisis kebijakan dalam perencanaan pembangunan nasional sektor transportasi",ya,,5,O,"Kabinet KM ITB, HMP PL ITB",3.22,"Kajian keilmuan, diskusi lintas keilmuan, kegiatan yang menuntut koordinasi dan komunikasi",5
15416224,Perencanaan Wilayah dan Kota,Menyusun dokumen rencana,Mengerjakan dokumen rencana ,ya,item3,4,O,HMP PL,2.95,Pelatihan,4
15416225,Perencanaan Wilayah dan Kota,"Analisis data, stakeholder analysis, penyusunan strategi komunikasi","- Menyusun program kerja perusahaan (holding & anak perusahaan)
- Menyusun RKAP
- Transformasi perusahaan",tidak,item4,4,S,Himpunan Mahasiswa Pangripta Loka ,3.38,"Penyusunan Proker, inovasi kegiatan",2
15416226,Perencanaan Wilayah dan Kota,komunikasi,"staf komunikasi lembaga penelitian: berkontrubis dalam produk2 komunikasi hasil penelitian, diseminasi hasil penelitian dari penelitian sosial ekonomi ",tidak,,4,M,HMP PL ITB Komisariat,3.44,"Unit Pendidikan, Kabinet KM ITB, Himpunan Mahasiswa",4
15416228,Perencanaan Wilayah dan Kota,"Riset, Analisis Data","Melakukan riset, analisis, dan visualisasi data secara komprehensif dalam menyusun keluaran yang dibutuhkan oleh klien",ya,item3,4,M,Marching Band Waditra Ganesha,3.27,Hardskill bermain alat musik di marching band (front ensemble) dan softskill memimpin divisi dokumentasi dan kostum saat event,2
15416229,Perencanaan Wilayah dan Kota,Konsultan Dampak Lingkungan dan Sosial,"Conduct and support team lead for the socio-economic surveys, social screening for the projects, and Social Impact Assessments;
Undertake social and human rights due diligence assessments and prepare corrective action plans as per established international standards (EP, IFC, ADB, JBIC etc.).
",ya,item3,4,M,HMP PL ITB,3.51,"Hearing, Forum, Panitia Wisuda, Panitia MPAB/MPAK, Tutorial Mata Kuliah",4
15416230,Perencanaan Wilayah dan Kota,community management,Growing and building community through activation both online and offline,tidak,item5,4,J,HMP PL ITB,3.36,Ospek jurusan,4
15416231,Perencanaan Wilayah dan Kota,Konsultan Infrastruktur ,Sebagai Project Management Officer yang melakukan monitoring dan evaluasi proyek,ya,item3,4,M,Himpunan program studi (HMP),3.25,HMP PL ITB,5
15416232,Perencanaan Wilayah dan Kota,Administrasi Bisnis,-,tidak,item4,2,C,MIJ dan HMP,3.44,Roadshow ke himpunan lain,2
15416233,Perencanaan Wilayah dan Kota,konsultan,"Mendesain program kolaborasi dan perencanaan berbasis bukti untuk diperluaa secara nasional bekerjasama dengan Kementerian Dalam Negeri, Kementerian Desa PDTT, Perguruan Tinggi, dan lainnya",ya,erat,2,S,Himpunan,3.58,Kajian,2
15416235,Perencanaan Wilayah dan Kota,Project Management,"Business Development, Project Management, Strategic",tidak,item4,2,J,Himpunan,3.5,Event,2
15516001,Teknik Kelautan,Engineer,"1. Meeting dan Koordinasi dengan Client
2. Laporan Progress pekerjaan harian dan bulanan
3. Laporan Biaya Pengeluaran Proyek
4. Perhitungan Harga Tender
5. Supervisi Pekerjaan dan Laporan QA dan Surveyor
6. Penyusunan Lifiting Analisis dan JSA
",ya,item3,4,F,KMKL - ITB (Himpunan Program Studi,3.23,Kajian Strategis,4
15516002,Teknik Kelautan,Konsultan Perencana,Merancang dan menganalisis struktur dermaga pelabuhan.,ya,item1,4,F,Keluarga Mahasiswa Teknik Kelautan ITB,3.17,Kepanitiaan dan Badan Pengurus Organisasi Himpunan,4
15516003,Teknik Kelautan,Engineering,"Mendesain, analisis sebagain konsultan",ya,item1,5,F,KMKL-ITB,3.25,Event organize,4
15516004,Teknik Kelautan,Project management,"Project manager
manage project (infrastruktur, IT, warehouse, production)",tidak,item4,2,K,kmkl,3.47,kekeluargaan,2
15516007,Teknik Kelautan,Sales dan Distribusi,Distribusi dan penjualan ,tidak,item5,2,C,KMKL,3.34,Bertanggung jawab dalama kepanitiaan acara,2
15516009,Teknik Kelautan,Kontruksi,Memanajemen proyek agar dapat diselesaikan tepat waktu dan sesuai standar yang ada.,tidak,item3,4,G,KMKL ITB,3.43,Musyawarah ,4
15516011,Teknik Kelautan,Melakukan market research,,tidak,,5,S,Kabinet KM ITB,3.6,Skhole ITB Mengajar,5
15516014,Teknik Kelautan,Direktur,Memastikan keberjalanan operasional Yayasan berjalan sesuai dengan visi dan misi Yayasan,tidak,item5,2,P,Keluarga Mahasiswa Katholik,3.3,Paskah,2
15516015,Teknik Kelautan,"Sebagai Engineer untuk melaksanakan tugas: Membuat Method Statement/Metoda Konstruksi, Penjadwalan, Bill of Quantity dari Pekerjaan Konstruksi Dermaga/Jetty","Sebagai Civil Marine Engineer yang memiliki tugas:
Membuat Method Statement/Metoda Konstruksi Jetty/Pelabuhan
Membuat Bill of Quantity dari Pekerjaan Konstruksi
Membuat Penjadwalan Konstruksi
Melakukan analisis struktur dan analisis lifting menggunakan piranti lunak
Melakukan inspeksi Kapal Crane Barge milik Perusahaan, dll",ya,,5,F,Asrama Salman ITB,2.91,Pembinaan anggota Asrama Salman ITB yang teridiri dari Mahasiswa Muslim ITB terpilih,5
15516016,Teknik Kelautan,Brand Merchandiser,Social Media Management,tidak,item4,5,R,KMKL ITB,3.37,Planning dan Presentasi,5
15516020,Teknik Kelautan,Analyst,"Logistik Express, 3PL logistic",tidak,item4,2,H,"KMKL, PSM",3.47,Event,2
15516021,Teknik Kelautan,Engineering and Management,"Multidiscipline Engineering, Commercial Costing and Budgeting",ya,item3,4,F,Keluarga Mahasiswa Teknik Kelautan,3.72,Diskusi,2
15516022,Teknik Kelautan,Superintendent / Project Engineer,Menjadi superintendent / project engineer pada operasional proyek pengerukan dan reklamasi.,ya,item2,2,F,KSR PMI Unit ITB & Kabinet KM-ITB,3.33,Menjadi ketua divisi / kedirjenan,2
15516023,Teknik Kelautan,Sales Project,"Project control, Membuat sales tools, Sales Project",tidak,item3,4,G,"KMKL-ITB, URI, KGMC, KMNU-ITB",3.49,"Komunikasi, Kerjasama, Toleransi, Cara mengambil keputusan, Bertanggungjawab, Berpikir sistematis, Berani mengusulkan pendapat",5
15516024,Teknik Kelautan,"Mengolah data, membuat model, memelihara server",Menjadi analis data metocean di BMKG,ya,item3,4,J,KMKL-ITB,3.6,Public speaking,4
15516026,Teknik Kelautan,Logistik,"Logistik, Pengiriman kapal",tidak,item3,2,C,KMKL-ITB,3.72,Kegiatan internal organisasi,4
15516027,Teknik Kelautan,Perhitungan,Menghitung pipeline,ya,item1,5,F,KMKL ITB,3.48,Ocean summit,5
15516028,Teknik Kelautan,Marine Engineer,"Menyiapkan dokumen dan kalkulasi terkait instalasi pipa bawah laut, mengawasi progress kerja tim, berkomunikasi langsung dengan klien",ya,item1,4,F,KMKL-ITB,3.03,Kaderisasi Awal KMKL-ITB,4
15516029,Teknik Kelautan,Jasa Konsultasi Pekerjaan Pelabuhan,Asisten Tenaga Ahli,ya,sangat erat,5,F,KMKL-ITB (Himpunan program studi),3.02,"Menjadi kepala/ketua suatu divisi/acara. Jobdesc dari staff umumnya hal-hal repetitif dengan porsi yang kecil dalam waktu relatif singkat, sehingga tidak mendapat pengalaman yang mengasah kemampuan secara maksimal. ",5
15516032,Teknik Kelautan,Product Owner,Management pengembangan system internal,tidak,item5,4,K,Keluarga Mahasiswa Katolik,3.96,Kumpul bersama,4
15516034,Teknik Kelautan,Flow Quantity Assurance,"Pengolahan data operasi produksi minyak dan gas
Analisa data untuk keperluan audit produksi migas",tidak,item4,2,B,KMK ITB,3.91,Kepengurusan setiap Misa Hari Raya,2
15516036,Teknik Kelautan,Perencanaan Strategi dan Transformasi,,ya,item3,4,H,Skhole-ITB Mengajar,3.47,Kabinet KM ITB,5
15516037,Teknik Kelautan,Engineer,,ya,item1,4,F,KMKL,3.75,Berhimpun,4
15516040,Teknik Kelautan,Engineering,Merencanakan Infrastruktur Pertambangan,tidak,item5,4,B,KMKL ITB,3.85,Sharing Lomba,2
15516041,Teknik Kelautan,Perhitungan,Structure engineer,ya,item1,4,F,Kmkl,3,Panitia ocean summit,2
15516044,Teknik Kelautan,Media,,tidak,item4,4,J,"Pmk, itb jazz",3.64,Semuanya secara general,4
15516045,Teknik Kelautan,Analyst,"- Business Analyst 
- Partnership dengan Business lain 
- Reporting to C Level 
- Product Management",tidak,item5,2,K,KMKL,3.58,Panitia IOE,2
15516046,Teknik Kelautan,Desain dan analisa struktur,Desain dan analisis struktural bangunan tipe gedung dan tower,tidak,item4,5,F,KMKL-ITB (Keluarga Mahasiswa Kelautan Institut Teknologi Bandung),3.22,-,4
15516048,Teknik Kelautan,Analisis,Melakikan analisa market dan pasar,ya,item2,4,F,KMKL ITB,3.71,IOE,4
15516049,Teknik Kelautan,Kantor Konstruksi,,tidak,,4,F,"Koperasi Asrama Mahasiswa ITB, Keluarga Mahasiwa Teknik Kelautan ITB",3.31,"Pengabdian Masyarakat, dan Pengelolaan Unit Usaha",4
15516050,Teknik Kelautan,Desain dan analisis struktur,Desain dan analisis struktur,ya,item2,4,F,KMKL-ITB,3.86,"Workshop keilmuan, relasi alumni, menajalankan kepengurusan organisasi",4
15516051,Teknik Kelautan,IT,,tidak,item5,1,J,KMKL,3.35,-,1
15516052,Teknik Kelautan,Strategic Partnership,,tidak,item5,2,J,MWA WM ,3.05,Kajian dan berdialektika,2
15516056,Teknik Kelautan,"Naval Architect, construction, offshore installation",,ya,item1,4,F,KMKL-ITB,3.56,Ketua panitia dokumentasi,4
15516057,Teknik Kelautan,Management,menjadi Project Engineer. Mengatur dan mengontrol Project Offshore Platform.,ya,item1,4,F,KMKL ITB,3.44,kegiatan Ekstrakampus,5
15516058,Teknik Kelautan,Civil Engineer,"Membuat Desain, Melakukan Perencanaan, Pengawasan, serta Pelaporan terkait hal teknis dan konstruksi di bidang pertambangan",tidak,item4,5,B,Himpunan Keluarga Mahasiswa Teknik Kelautan (KMKL),3.66,Diskusi Keilmuan,4
15516060,Teknik Kelautan,"MANAGEMENT, SALES","Sales manager, finance, merangkap",tidak,item5,4,S,ITB Jazz,3.45,softskill berinteraksi dengan orang,2
15516061,Teknik Kelautan,Structure Engineer,Analisis struktur ,ya,item1,4,F,KMKL-ITB,3.79,Berkoordinasi dan berkomunikasi,5
15516062,Teknik Kelautan,Structural Engineer,,ya,item1,4,B,KMKL ITB,3.35,masuk dalam himpunan sebagai sekertariat,4
15516063,Teknik Kelautan,Field Engineer,,ya,item1,5,F,"KMKL ITB, KMB ITB",3.82,-,5
15516064,Teknik Kelautan,.,,ya,item4,2,E,Keluarga Mahasiswa Teknik Kelautan,3.79,Kegiatan tentang keprofesian dan tutorial yang berhubungan dengan mata kuliah,2
15516065,Teknik Kelautan,Junior Project Engineer,Mengatur dan menjaga keberjalanan project agar sesuai dengan schedule dan target yang ditetapkan serta melakukan koordinasi/komunikasi dengan client dan/atau pihak ketiga.,ya,item2,4,F,U-Green ITB,3.58,Kerjasama dengan Organisasi di dalam maupun luar kampus,5
15516066,Teknik Kelautan,Penghitungan, Construction engineer,ya,item1,5,F,Kmkl itb,3.78,Ocean summit,4
15516067,Teknik Kelautan,Bangunin lepas pantai,Menghitung structure,ya,item1,4,F,KMKL dan STEMA,3.32,"Kegiatan ekstrakampus, menjadi penghubung himpunan dan pihak luar",4
15516068,Teknik Kelautan,Teknologi,"Analisis Data, membuat automasi sistem, membuat laporan berdasarkan data",tidak,item4,4,I,"KMKL-ITB, PASOPATI ITB",3.17,"KMKL= Menjadi badan pengurus himpunan, pasopati = menjadi panitia lomba panahan nasional, latihan memanah",4
15516070,Teknik Kelautan,Administrasi dan Pendidikan,Mengurus administrasi dan akademik program studi Teknik Kelautan ITB,ya,,4,P,Keluarga Mahasiswa Teknik Kelautan (KMKL-ITB),3.36,Menjadi Ketua Divisi Sekretaris saat menjadi badan pengurus,4
15516073,Teknik Kelautan,Perencanaan dan pengawasan konstruksi,,ya,item1,4,F,Forum Bidikmisi ITB,3.26,Bidikmisi Fair dan Bidikmisi Inspiring ,5
15516074,Teknik Kelautan,Pipeline Engineerig,Pipeline Engineer,ya,item3,5,B,KMKL,3.22,Jualan,5
15516077,Teknik Kelautan,Field engineer,Field engineer,ya,item1,5,F,Kmkl itb,3.29,Ocean summit,5
15516078,Teknik Kelautan,jgxiyx,menjadi budak,tidak,item5,4,U,kmkl,3.71,kmkl,4
15516079,Teknik Kelautan,Marine civil engineer,,ya,item2,4,F,KMKL ITB,3.58,Diskusi ilmiah,4
15516080,Teknik Kelautan,Design Structure,Structural Engineer,tidak,item3,5,S,KMKL-ITB,3.62,Ketua Divisi Akademik KMKL-ITB,4
15716001,Rekayasa Infrastruktur Lingkungan,Konsultan,,ya,,4,E,KMIL,2.98,"Kepanitiaan, Kerja sama, Kepemimpinan",4
15716003,Rekayasa Infrastruktur Lingkungan,Officer csr,,ya,item3,4,B,"KMIL, U-Green, Rumah Asik (Paguyuban ITB asal Sukabumi)",3.32,"Kepanitiaan wisuda, kepanitiaan ospek jurusan, badan pengurus organisasi",4
15716005,Rekayasa Infrastruktur Lingkungan,Konsultan Lingkungan,,ya,item1,4,E,KMIL,2.57,Pengabdian Masyarakat,4
15716008,Rekayasa Infrastruktur Lingkungan,Csr,Penghubung antara kepentingan perusahaan dan kepentingan masyarakat,ya,erat,4,B,Kmil itb,,Program kerja himpunan,2
15716009,Rekayasa Infrastruktur Lingkungan,"Manajemen proyek, komunikasi dengan klien, perhitungan teknis, stakeholder engagement","Bekerja sebagai project manager dan collaborator untuk paket pekerjaan:
1. Perhitungan emisi gas rumah kaca
2. Pembuatan Science Based Target untuk penurunan emisi
3. Pembuatan rencana penurunan emisi",ya,item3,4,M,Himpunan program studi,3.57,memulai dan memimpin event skala nasiona;,4
15716012,Rekayasa Infrastruktur Lingkungan,,"1. Melakukan manajemen proyek marketing di bidang sanitasi 
2. Asisten Direksi untuk memastikan proyek pengadaan oebgolahan air limbah berjalan sesuai prosedur",ya,item2,5,E,Himpunan Program studi (KMIL ITB),3.4,"1. Pengabdian masyarakat - Enviroz, Go RIL Action",5
